,Period,CA,Payment,Interest,RC,NewCA
0,0,1000.0,239.81589163158657,100.0,139.81589163158657,860.1841083684135
1,1,860.1841083684135,239.81589163158657,86.01841083684135,153.7974807947452,706.3866275736683
2,2,706.3866275736683,239.81589163158657,70.63866275736683,169.17722887421974,537.2093986994486
3,3,537.2093986994486,239.81589163158657,53.72093986994486,186.0949517616417,351.11444693780686
4,4,351.11444693780686,239.81589163158657,35.11144469378069,204.70444693780587,146.410000000001
